Institution,Object Number,Digital ID URL,Object Name,Title,Other Title,Other Title,Object Type,Secondary Object Type,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Date,Era,Era,Era,Era,Era,Collection,Collection,Collection,Collection,Collection,Collection,Collection,Collection,Collection,Description,Geography,Location,Location,Location,Location,Location,Location,Location,Location,Location,Location,Location,Location,Location,Location,Location,Copyright
Smithsonian National Museum of African American History and Culture,2011.174.82.1a-h,https://nmaahc.si.edu/object/nmaahc_2011.174.82.1a-h,William S. Leventhal Oral History Interview,,,,Film/Video,Oral Histories,"Civil Rights History Project, American, founded 2009",,,,,,,,,,,,"Interviewed by David P. Cline Ph. D., American, born 1969","University of California, Los Angeles, American, founded 1919","Summer Community Organization and Political Education, American, founded 1965","Major League Baseball, American, founded 1869","Dr. Martin Luther King Jr., American, 1929 - 1968",African American Civil Rights Movement,Activism,American South,American West,Associations and institutions,Baseball,Civil Rights,Education,Religion,Social reform,United States--History--1961-1969,Religion,Social reform,United States--History--1961-1969,,"April 13, 2013",2010s,,,,,Civil Rights History Project,,,,,,,,,"The oral history consists of eight digital files: 2011.174.82.1a, 2011.174.82.1b, 2011.174.82.1c, 2011.174.82.1d, 2011.174.82.1e, 2011.174.82.1f, 2011.174.82.1g, and 2011.174.82.1h. Willy Siegel Leventhal discusses his childhood in California his experiences at the University of California Los Angeles (UCLA) in the 1960s and his involvement in the Summer Community Organization and Political Education Project (SCOPE). Leventhal describes what it was like to be a Jewish child in a mostly Catholic community and how his childhood experiences informed his later activism and identity. Baseball was especially important to him as he witnessed the first Jewish and African American ballplayers desegregate the Major Leagues. Leventhal became active in SCOPE during his first year at UCLA after Dr. Martin Luther King Jr. visited campus to recruit students. Leventhal describes the SCOPE training in Atlanta and he shares his memories of living and working in Macon and Americus Georgia. LOC ID: afc2010039_crhp0082""","Place collected: El Segundo, Los Angeles County, California; Place depicted: Los Angeles, California; Place depicted: Atlanta, Fulton County, Georgia; Place depicted: Macon, Bibb County, Georgia; Place depicted: Americus, Sumter County, Georgia","Place collected: El Segundo, Los Angeles County, California; Place depicted: Los Angeles, California; Place depicted: Atlanta, Fulton County, Georgia; Place depicted: Macon, Bibb County, Georgia; Place depicted: Americus, Sumter County, Georgia",El Segundo,Los Angeles County,California,Los Angeles,California,Atlanta,Fulton County,Georgia,Macon,Bibb County,Georgia,Americus,Sumter County,Georgia,"© Smithsonian National Museum of African American History & Culture and The American Folklife Center, Library of Congress"
Smithsonian National Museum of African American History and Culture,2011.174.88.1a-k,https://nmaahc.si.edu/object/nmaahc_2011.174.88.1a-k,William “Bill” Russell Oral History Interview,,,,Film/Video,Oral Histories,"Civil Rights History Project, American, founded 2009",,,,,,,,,,,,"Interviewed by Taylor Branch, American, born 1947","University of San Francisco, American, founded 1855","National Basketball Association, American, founded 1946","Boston Celtics, American, founded 1946","Major League Baseball, American, founded 1869","Boston Red Sox, American, founded 1901",African American Civil Rights Movement,Activism,American West,Athletes,Baseball,Basketball,Civil Rights,Education,Olympics,Race relations,Social reform,Olympics,Race relations,Social reform,"May 12, 2003",2010s,,,,,Civil Rights History Project,,,,,,,,,"The oral history consists of eleven digital files: 2011.174.88.1a, 2011.174.88.1b, 2011.174.88.1c, 2011.174.88.1d, 2011.174.88.1e, 2011.174.88.1f, 2011.174.88.1g, 2011.174.88.1h, 2011.174.88.1i, 2011.174.88.1j, and 2011.174.88.1k. Basketball player William """"Bill"""" Russell remembers his childhood in Louisiana and Oakland California in the 1940s. After winning two Final Fours with the University of San Francisco he won an Olympic gold medal and an NBA championship playing for the Boston Celtics one of thirteen Russell would win including eight in a row. Russell had a difficult relationship with the sports media in Boston but a better one with his Celtics teammates. He defends the organization as progressive on racial matters (as opposed to the Red Sox) and describes a post-retirement reconciliation with Boston that resulted in considerable Red Sox support for his mentoring organization and a statue of him erected in 2013.  LOC ID: afc2010039_crhp0088""","Place collected: Seattle, King County, Washington; Place depicted: Louisiana; Place depicted: Oakland, Alameda County, California; Place depicted: San Francisco, California; Place depicted: Boston, Suffolk County, Massachusetts","Place collected: Seattle, King County, Washington; Place depicted: Louisiana; Place depicted: Oakland, Alameda County, California; Place depicted: San Francisco, California; Place depicted: Boston, Suffolk County, Massachusetts",Seattle,King County,Washington,Louisiana,Oakland,Alameda County,California,San Francisco,California,Boston,Suffolk County,Massachusetts,,,"© Smithsonian National Museum of African American History & Culture and The American Folklife Center, Library of Congress"
Smithsonian National Museum of African American History and Culture,2016.129.11.1a-2a,https://nmaahc.si.edu/object/nmaahc_2016.129.11.1a-2a,Charles A. Harris Oral History Interview,Charles A. Harris Oral History Interview,,,Film/Video,Oral Histories,"National Museum of African American History and Culture, American, founded 2003",,,,,,,,,,,,"Interview of Charles A. Harris, American, 1927 - 2016","Interviewed by Deborah Tulani Salahu-Din, American","Charles ""Teenie"" Harris, American, 1908 - 1998","Flash Newspicture Magazine, American, founded 1937","Pittsburgh Courier, American, 1907 - 1965","Negro League Baseball Players Association, American, founded 1990",Baseball,Basketball,Communities,Families,Mass media,Museums,Photography,,,,,,,,"April 2, 2016",2010s,,,,,The Collection Donor Oral History Project,,,,,,,,,"The oral history consists of 2016.129.11.1a and 2016.129.11.2a: two versions (unedited, and edited) of a single digital video recording.  99.64389 GB
Charles A. Harris was interviewed as part of the NMAAHC Donor Oral History Collection. The Harris family donated a camera, two magazines, an award, and several photographs to the National Museum of African American History and Culture.

In this oral history interview, Charles ""T"" Harris, Jr. talks in detail about his father, the photographer, Charles H. Harris. He describes his father’s work as a photographer for Flash Magazine, where he got his start, and for the Pittsburgh Courier. He also discusses his father’s involvement in the Negro League Baseball and with the professional African American basketball team.

Unedited File: Unedited digital file of oral history interview. This file is necessary in case we need to refer to the original recording for any reason and/or want to use a portion of the file that has been edited out.

Edited File: Videographer has minimized or eliminated interruptions, false starts and any unnecessary sounds. An agreed upon slate has also been added with title, date, and logo. Separate files of the same interview have been concatenated. This is the copy that will be made available to the public and/or researchers and uploaded to the website.","Place collected: Silver Spring, Montgomery County, Maryland; Place depicted: Pittsburgh, Allegheny County, Pennsylvania","Place collected: Silver Spring, Montgomery County, Maryland; Place depicted: Pittsburgh, Allegheny County, Pennsylvania",Silver Spring,Montgomery County,Maryland,Pittsburgh,Allegheny County,Pennsylvania,,,,,,,,,© Smithsonian National Museum of African American History & Culture
Library of Congress,,https://www.loc.gov/item/ihas.200198139/,,"Danny Kaye, Korea/Baseball/Dena",,,Film/Video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950s,1950s,,,,,Performing Arts Encyclopedia,The Danny Kaye And Sylvia Fine Collection,,,,,,,,"This Film Shows Kaye Visiting G.I.S In Korea, A Baseball Game Between Boston And Pittburgh Teams, And Kaye'S Daughter Dena With A Playmate",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/ihas.200197875/,,That Baseball Rag Illustrated,,,Film/Video,,"Collins, Arthur","Wolff, Dave","Jones, Clarence",,,,,,,,,,Popular Songs Of The Day,Sports And Leisure,Progressive Era To New Era,,,,,,,,,,,,,,,,,,1900-1929,1900s; 1910s; 1920s;,,,,,The Library Of Congress Celebrates The Songs Of America,Performing Arts Encyclopedia,Baseball Sheet Music,Music Division,,,,,,"Videorecording |   1 Video ; 3 Min. |   Audio Track From Online Jukebox. 3332 (General).   Photos Used: [President Woodrow Wilson Throwing Out The First Ball, Opening Day, 1916] (Http://Hdl.Loc.Gov/Loc.Pnp/Ppmsca.18475 ) -- Baseball Fans - At Polo Grounds, N.Y. April 12, 1911 (Http://Hdl.Loc.Gov/Loc.Pnp/Cph.3B06584 -- Bugs Raymond, New York Giants, Baseball Card Portrait (Http://Www.Loc.Gov/Item/2007685634/ ) --   Oscar Stanage/Edgar Summers, Detroit Tigers, Baseball Card Portrait] (Http://Hdl.Loc.Gov/Loc.Pnp/Bbc.1981F ) -- [Orval Overall/James P. Archer, Chicago Cubs, Baseball Card Portrait] (Http://Hdl.Loc.Gov/Loc.Pnp/Bbc.1958F )- [Out At Third,Baseball Card Portrait] (Http://Hdl.Loc.Gov/Loc.Pnp/Bbc.1738F ) -- Female Baseball Player (Http://Www.Loc.Gov/Item/2008678741/ )- [Tex Erwin, Brooklyn Dodgers, Baseball Card Portrait] (Http://Hdl.Loc.Gov/Loc.Pnp/Bbc.1543F  ) -- [John Peter ""Honus"" Wagner, Shortstop, Pittsburgh, National League] (Http://Hdl.Loc.Gov/Loc.Pnp/Ppmsca.18464 ) -- [Clarence ""Pants"" Rowland, Manager Of The Chicago White Sox, (Right) Talks With His Pitcher, Eddie Cicotte, (Left) In The Dugout During A Game] (Http://Hdl.Loc.Gov/Loc.Pnp/Cph.3C33664  ) -- Guy Harris ""Doc"" White, Pitcher For The Chicago American League, Throwing Ball (Http://Www.Loc.Gov/Item/89714136/ )- [Tyrus Raymond Cobb, Detroit Al (Baseball)] (Http://Hdl.Loc.Gov/Loc.Pnp/Cph.3B1912  ) -- [Frank Gilhooley, Baseball Player With The New York Yankees, Swings His Bat At Home Plate] (Http://Hdl.Loc.Gov/Loc.Pnp/Cph.3C3366 ) -- Ball'S-Eye View Of A Home Run (Http://Hdl.Loc.Gov/Loc.Pnp/Ppmsca.27957 ) -- [Eddie Murphy, Batting For Philadelphia Al, Apr. 15, 1914 (Baseball)] (Http://Hdl.Loc.Gov/Loc.Pnp/Cph.3A29621  ) -- [Chas. F. Dooin/Michael Doolan, Philadelphia Phillies, Baseball Card Portrait] (Http://Hdl.Loc.Gov/Loc.Pnp/Bbc.1989F  ) -- [Edward Sweeney/Russell Ford, New York Highlanders, Baseball Card Portrait] (Http://Hdl.Loc.Gov/Loc.Pnp/Bbc.2044F ) (Content).   Matrix: B13420-2 (Source Note).   Recorded On June 12, 1913 (Date).   4:3   Videorecording (Form).",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Smithsonian National Museum of African American History and Culture,2013.108.4.1-2,https://nmaahc.si.edu/object/nmaahc_2013.108.4.1-2,Jet Vol. XLIV No. 4,,,,Manuscript/Mixed Material,Periodicals,"Johnson Publishing Company, American, founded 1942",,,,,,,,,,,,"Hank Aaron, American, born 1934","Richard Anthony Allen, American, born 1942","Robert Gibson, American, born 1935","Billy Leo Williams, American, born 1938","Chicago White Sox, American, founded 1901","St. Louis Cardinals, American, founded 1881","Atlanta Braves, American, founded 1871","New York Mets, American, founded 1962","Chicago Cubs, American, founded 1876",Athletes,Baseball,Mass media,,,,,,,,,"April 19, 1973",1970s,,,,,,,,,,,,,,"Two copies of Jet Magazine, Volume XLIV, Number 4. The front covers are bright green with the title in the upper left corner. The title is slightly obscured by a circle-shaped photographic portrait of Dick Allen which overlaps the bottoms of the ""e"" and the ""t"" of [JET]. Above the title in much smaller black text is the date of publication, cost and publishing information: [April 19, 1973/35¢    A Johnson Publication]. To the immediate right of the magazine's title are two lines of bolded, capitalized white text: [BASEBALL UNDERWAY FOR/RECORD-BREAKING SEASON]. Five circle cutouts of photographic portraits dominate the bottom 75% of the cover; Hank Aaron's portrait is foregrounded in the center and covering small portions of the two portraits above (Dick Allen, Willie Mays) and below (Bob Gibson, Billy Williams) Aaron’s. The men's respective names appear in small black text as captions at the bottom (Dick Allen, Willie Mays), top (Bob Gibson, Billy Williams), and right (Hank Aaron) of their portraits. 2013.108.4.1 has an inscription on the front cover of the date [4/16/73]. There is also an inscription on the interior table of contents with the same date.  2013.108.4.2 has an address label on the front cover.","Place made: 820 S. Michigan Avenue, Chicago, Cook County, Illinois","Place made: 820 S. Michigan Avenue, Chicago, Cook County, Illinois",820 S. Michigan Avenue,Chicago,Cook County,Illinois,,,,,,,,,,,"© 1973 Johnson Publishing Company, Inc."
Smithsonian National Museum of African American History and Culture,2013.183.3,https://nmaahc.si.edu/object/nmaahc_2013.183.3,"Time Magazine, Vol. L, No. 12",,,,Manuscript/Mixed Material,Periodicals,"Time Inc., American, founded 1922",,,,,,,,,,,,Athletes,Baseball,Mass media,,,,,,,,,,,,,,,,,,"September 22, 1947",1940s,,,,,,,,,,,,,,"Time Magazine, Volume 15, Number 12, September 22, 1947. Cover features a color illustration of Jackie Robinson surrounded by baseballs. Robinson looks away from the viewer toward the upper left. He wears a blue baseball hat with a white [B] on the front. The illustration is on a white background that is bordered in several thin lines at the edges. At the top of the illustration on the white background is the publication title [TIME / THE WEEKLY MAGAZINE]. Below the illustration is a short caption [JACKIE ROBINSON / He and the boss took a chance. / (Sport)]. Behind the white background is red that covers the remainder of the cover. At the top of the cover is the price and date [TWENTY CENTS SEPTEMBER 22, 1947]. At the bottom of the cover is the price and volume and number [$6.50 A YEAR/(REG. U. S. PAT. OFF.)/VOL. L NO. 12].",,,,,,,,,,,,,,,,,© Time Magazine
Smithsonian National Museum of African American History and Culture,2014.205.8,https://nmaahc.si.edu/object/nmaahc_2014.205.8,Sport Vol. 29 No. 3,Sport Vol. 29 No. 3,,,Manuscript/Mixed Material,Periodicals,"Sport Magazine, American, 1946 - 2000",,,,,,,,,,,,"Jackie Robinson, American, 1919 - 1972","Willie Howard Mays Jr., American, born 1931","Wilt Chamberlain, American, 1936 - 1999","Owned by Althea Gibson, American, 1927 - 2003","San Francisco Giants, American, founded 1958",Athletes,Baseball,Basketball,Race relations,Tennis,,,,,,,,,,,1960,1960s,,,,,,,,,,,,,,"Sport (magazine) featuring cover images of Jackie Robinson, Willie Mays, Wilt Chamberlain, and Althea Gibson. Written in blue ink on the image of Althea Gibson is ""Page 28.""",,,,,,,,,,,,,,,,,© The Sport Gallery
Smithsonian National Museum of African American History and Culture,2014.89.1,https://nmaahc.si.edu/object/nmaahc_2014.89.1,Souvenir program for 1924 World's Colored Championship,,,,Manuscript/Mixed Material,Programs,"LeMaitre, American",,,,,,,,,,,,"Hilldale Daisies, American, 1910 - 1932",Baseball,Segregation,,,,,,,,,,,,,,,,,,1924,1920s,,,,,,,,,,,,,,"A 20-page souvenir program for the 1924 World's Colored Championship baseball series. The front of the program features an illustration of two baseball players being pulled toward a large magnet that reads: [World’s Series] held by a man in a hat smoking a cigar. The cover text reads: [EAST versus WEST / FOR  / World's Colored Championship / 1924 / HILLDALE / CHAMPIONS / EASTERN COLORED LEAGUE / vs / KANSAS CITY / CHAMPIONS /NEGRO NATIONAL LEAGUE / Offical [sic] Souvenir Program / PRICE, TWENTY-FIVE CENTS / LEMAITRE, PRINT.] The interior contains photos and biographies of players on both teams as well as a program for the series and blank box scores. Sections on the first page are underlined in black pen. The back cover features an advertisement for the Philadelphia Tribune. There is an inscription near the drawing of the illustrator's name.","Place depicted: Darby, Delaware County, Pennsylvania; Place depicted: Kansas City, Missouri; Place printed: Philadelphia, Philadelphia County, Pennsylvania","Place depicted: Darby, Delaware County, Pennsylvania; Place depicted: Kansas City, Missouri; Place printed: Philadelphia, Philadelphia County, Pennsylvania",Darby,Delaware County,Pennsylvania,Kansas City,Missouri,Philadelphia,Philadelphia County,Pennsylvania,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/mss37820001/,,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting Reports; 1951; A-F",,,Manuscript/Mixed Material,Papers,"Rickey, Branch",,,,,,,,,,,,Brooklyn Dodgers (Baseball Team),Pittsburgh Pirates (Baseball Team),St. Louis Cardinals (Baseball Team),Baseball,Baseball Players,United States,Baseball Teams,Major League Baseball (Organization),Minor League Baseball,Baseball Executives,Baseball Managers,Manuscripts,,,,,,,,,1906,1900s,,,,,Manuscript Division,Branch Rickey Papers,"Branch Rickey Papers: Baseball File, 1906-1971",,,,,,,,,United States,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/mss37820002/,,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting Reports; 1951; G-Y",,,Manuscript/Mixed Material,Papers,"Rickey, Branch",,,,,,,,,,,,Brooklyn Dodgers (Baseball Team),Pittsburgh Pirates (Baseball Team),St. Louis Cardinals (Baseball Team),Baseball,Baseball Players,United States,Baseball Teams,Major League Baseball (Organization),Minor League Baseball,Baseball Executives,Baseball Managers,Manuscripts,,,,,,,,,1906,1900s,,,,,Manuscript Division,Branch Rickey Papers,"Branch Rickey Papers: Baseball File, 1906-1971",,,,,,,,,United States,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/mss37820003/,,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting Reports; 1952; A-E",,,Manuscript/Mixed Material,Papers,"Rickey, Branch",,,,,,,,,,,,Brooklyn Dodgers (Baseball Team),Pittsburgh Pirates (Baseball Team),St. Louis Cardinals (Baseball Team),Baseball,Baseball Players,United States,Baseball Teams,Major League Baseball (Organization),Minor League Baseball,Baseball Executives,Baseball Managers,Manuscripts,,,,,,,,,1906,1900s,,,,,Manuscript Division,Branch Rickey Papers,"Branch Rickey Papers: Baseball File, 1906-1971",,,,,,,,,United States,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/mss37820004/,,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting Reports; 1952; F-Y",,,Manuscript/Mixed Material,Papers,"Rickey, Branch",,,,,,,,,,,,Brooklyn Dodgers (Baseball Team),Pittsburgh Pirates (Baseball Team),St. Louis Cardinals (Baseball Team),Baseball,Baseball Players,United States,Baseball Teams,Major League Baseball (Organization),Minor League Baseball,Baseball Executives,Baseball Managers,Manuscripts,,,,,,,,,1906,1900s,,,,,Manuscript Division,Branch Rickey Papers,"Branch Rickey Papers: Baseball File, 1906-1971",,,,,,,,,United States,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/mss37820005/,,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting Reports; 1953; A-R",,,Manuscript/Mixed Material,Papers,"Rickey, Branch",,,,,,,,,,,,Brooklyn Dodgers (Baseball Team),Pittsburgh Pirates (Baseball Team),St. Louis Cardinals (Baseball Team),Baseball,Baseball Players,United States,Baseball Teams,Major League Baseball (Organization),Minor League Baseball,Baseball Executives,Baseball Managers,Manuscripts,,,,,,,,,1906,1900s,,,,,Manuscript Division,Branch Rickey Papers,"Branch Rickey Papers: Baseball File, 1906-1971",,,,,,,,,United States,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/mss37820006/,,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting Reports; 1953; S-Z",,,Manuscript/Mixed Material,Papers,"Rickey, Branch",,,,,,,,,,,,Brooklyn Dodgers (Baseball Team),Pittsburgh Pirates (Baseball Team),St. Louis Cardinals (Baseball Team),Baseball,Baseball Players,United States,Baseball Teams,Major League Baseball (Organization),Minor League Baseball,Baseball Executives,Baseball Managers,Manuscripts,,,,,,,,,1906,1900s,,,,,Manuscript Division,Branch Rickey Papers,"Branch Rickey Papers: Baseball File, 1906-1971",,,,,,,,,United States,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/mss37820007/,,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting Reports; 1954; A-J",,,Manuscript/Mixed Material,Papers,"Rickey, Branch",,,,,,,,,,,,Brooklyn Dodgers (Baseball Team),Pittsburgh Pirates (Baseball Team),St. Louis Cardinals (Baseball Team),Baseball,Baseball Players,United States,Baseball Teams,Major League Baseball (Organization),Minor League Baseball,Baseball Executives,Baseball Managers,Manuscripts,,,,,,,,,1906,1900s,,,,,Manuscript Division,Branch Rickey Papers,"Branch Rickey Papers: Baseball File, 1906-1971",,,,,,,,,United States,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/mss37820008/,,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting Reports; 1954; L-Z",,,Manuscript/Mixed Material,Papers,"Rickey, Branch",,,,,,,,,,,,Brooklyn Dodgers (Baseball Team),Pittsburgh Pirates (Baseball Team),St. Louis Cardinals (Baseball Team),Baseball,Baseball Players,United States,Baseball Teams,Major League Baseball (Organization),Minor League Baseball,Baseball Executives,Baseball Managers,Manuscripts,,,,,,,,,1906,1900s,,,,,Manuscript Division,Branch Rickey Papers,"Branch Rickey Papers: Baseball File, 1906-1971",,,,,,,,,United States,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/mss37820009/,,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting Reports; 1955; A-B",,,Manuscript/Mixed Material,Papers,"Rickey, Branch",,,,,,,,,,,,Brooklyn Dodgers (Baseball Team),Pittsburgh Pirates (Baseball Team),St. Louis Cardinals (Baseball Team),Baseball,Baseball Players,United States,Baseball Teams,Major League Baseball (Organization),Minor League Baseball,Baseball Executives,Baseball Managers,Manuscripts,,,,,,,,,1906,1900s,,,,,Manuscript Division,Branch Rickey Papers,"Branch Rickey Papers: Baseball File, 1906-1971",,,,,,,,,United States,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/mss37820010/,,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting Reports; 1955; C-D",,,Manuscript/Mixed Material,Papers,"Rickey, Branch",,,,,,,,,,,,Brooklyn Dodgers (Baseball Team),Pittsburgh Pirates (Baseball Team),St. Louis Cardinals (Baseball Team),Baseball,Baseball Players,United States,Baseball Teams,Major League Baseball (Organization),Minor League Baseball,Baseball Executives,Baseball Managers,Manuscripts,,,,,,,,,1906,1900s,,,,,Manuscript Division,Branch Rickey Papers,"Branch Rickey Papers: Baseball File, 1906-1971",,,,,,,,,United States,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/mss37820011/,,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting Reports; 1955; F-L",,,Manuscript/Mixed Material,Papers,"Rickey, Branch",,,,,,,,,,,,Brooklyn Dodgers (Baseball Team),Pittsburgh Pirates (Baseball Team),St. Louis Cardinals (Baseball Team),Baseball,Baseball Players,United States,Baseball Teams,Major League Baseball (Organization),Minor League Baseball,Baseball Executives,Baseball Managers,Manuscripts,,,,,,,,,1906,1900s,,,,,Manuscript Division,Branch Rickey Papers,"Branch Rickey Papers: Baseball File, 1906-1971",,,,,,,,,United States,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/mss37820012/,,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting Reports; 1955; M-R",,,Manuscript/Mixed Material,Papers,"Rickey, Branch",,,,,,,,,,,,Brooklyn Dodgers (Baseball Team),Pittsburgh Pirates (Baseball Team),St. Louis Cardinals (Baseball Team),Baseball,Baseball Players,United States,Baseball Teams,Major League Baseball (Organization),Minor League Baseball,Baseball Executives,Baseball Managers,Manuscripts,,,,,,,,,1906,1900s,,,,,Manuscript Division,Branch Rickey Papers,"Branch Rickey Papers: Baseball File, 1906-1971",,,,,,,,,United States,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/mss37820013/,,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting Reports; 1955; S",,,Manuscript/Mixed Material,Papers,"Rickey, Branch",,,,,,,,,,,,Brooklyn Dodgers (Baseball Team),Pittsburgh Pirates (Baseball Team),St. Louis Cardinals (Baseball Team),Baseball,Baseball Players,United States,Baseball Teams,Major League Baseball (Organization),Minor League Baseball,Baseball Executives,Baseball Managers,Manuscripts,,,,,,,,,1906,1900s,,,,,Manuscript Division,Branch Rickey Papers,"Branch Rickey Papers: Baseball File, 1906-1971",,,,,,,,,United States,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/mss37820014/,,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting Reports; 1955; T-Z",,,Manuscript/Mixed Material,Papers,"Rickey, Branch",,,,,,,,,,,,Brooklyn Dodgers (Baseball Team),Pittsburgh Pirates (Baseball Team),St. Louis Cardinals (Baseball Team),Baseball,Baseball Players,United States,Baseball Teams,Major League Baseball (Organization),Minor League Baseball,Baseball Executives,Baseball Managers,Manuscripts,,,,,,,,,1906,1900s,,,,,Manuscript Division,Branch Rickey Papers,"Branch Rickey Papers: Baseball File, 1906-1971",,,,,,,,,United States,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/mss37820015/,,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting Reports; 1956; A-P",,,Manuscript/Mixed Material,Papers,"Rickey, Branch",,,,,,,,,,,,Brooklyn Dodgers (Baseball Team),Pittsburgh Pirates (Baseball Team),St. Louis Cardinals (Baseball Team),Baseball,Baseball Players,United States,Baseball Teams,Major League Baseball (Organization),Minor League Baseball,Baseball Executives,Baseball Managers,Manuscripts,,,,,,,,,1906,1900s,,,,,Manuscript Division,Branch Rickey Papers,"Branch Rickey Papers: Baseball File, 1906-1971",,,,,,,,,United States,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/mss37820016/,,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting Reports; 1956; R-Z",,,Manuscript/Mixed Material,Papers,"Rickey, Branch",,,,,,,,,,,,Brooklyn Dodgers (Baseball Team),Pittsburgh Pirates (Baseball Team),St. Louis Cardinals (Baseball Team),Baseball,Baseball Players,United States,Baseball Teams,Major League Baseball (Organization),Minor League Baseball,Baseball Executives,Baseball Managers,Manuscripts,,,,,,,,,1906,1900s,,,,,Manuscript Division,Branch Rickey Papers,"Branch Rickey Papers: Baseball File, 1906-1971",,,,,,,,,United States,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/mss37820017/,,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting Reports; 1962; B-K",,,Manuscript/Mixed Material,Papers,"Rickey, Branch",,,,,,,,,,,,Brooklyn Dodgers (Baseball Team),Pittsburgh Pirates (Baseball Team),St. Louis Cardinals (Baseball Team),Baseball,Baseball Players,United States,Baseball Teams,Major League Baseball (Organization),Minor League Baseball,Baseball Executives,Baseball Managers,Manuscripts,,,,,,,,,1906,1900s,,,,,Manuscript Division,Branch Rickey Papers,"Branch Rickey Papers: Baseball File, 1906-1971",,,,,,,,,United States,,,,,,,,,,,,,,,No Known Copyright Restrictions
